title,description,n_reviews,stars_avg,price_range,facilities,street,opening_hours,phone_number,featured_reviews,extra_content
Zorrotzako Batzokia,,161,"4,3",10-20€,,"C. Clara Campoamor Kalea, 4, Basurto-Zorroza, 48013 Bilbao, Biscay","{'miércoles': ['7:00–22:00'], 'jueves': ['7:00–23:00'], 'viernes': ['7:00–24:00'], 'sábado': ['8:00–23:00'], 'domingo': ['8:00–18:00'], 'lunes': ['Cerrado'], 'martes': ['7:00–22:00']}",,"['Un lugar muy bueno para desayunar, CO diversidad de pintxo, sándwich, tortillas gildas, croquetas etc. También una lista amplia de raciones tanto para comer…Más', 'Menú del día muy normalito, ni una opción vegetariana.…Más', 'Estábamos sentados en la terraza, y el camarero estaba fumando fuera, después de un rato entro a servir y sin lavarse las manos estuvo manipulando cubiertos y…Más']","['9 nov 2023 — La carta de Batzoki De Zorroza de Bilbao Calle Fray Juan 25 48013 Bilbao Spain puede verse o agregarse aquí.', '20 feb 2024 — Zorrotzako Batzokia n.º 39 entre las barbacoas de Bilbao: 157 opiniones y 11 fotos detalladas. Localízalo en el mapa y llama para reservar...', 'Horarios: De Lunes a Viernes de 9.00h a Cierre y Sábados de 11.00h a Cierre.']"
Livan Nicaragua Bar Restaurante,,364,"4,6",10-20€,,"Basurtu Kastrexana Errepidea, 9, Basurtu-Zorrotza, 48002 Bilbo, Bizkaia","{'miércoles': ['12:00–1:00'], 'jueves': ['12:00–1:00'], 'viernes': ['12:00–2:30'], 'sábado': ['12:00–2:30'], 'domingo': ['12:00–1:00'], 'lunes': ['Cerrado'], 'martes': ['12:00–1:00']}",,"['Excelente servicio, se nos atendio muy bien, local limpio y agradable, comida deliciosa! calidad precio…Más', 'Deliciosa la comida\nEl Personal muy acogedor , te sientes en familia como si realmente estuvieras en Nicaragua.…Más', 'Todo 10/10 recomendado un buen servicio por parte de la camarera y el camarero 🇳🇮❤️la comida muy buena precio calidad van de la mano y un ambiente animado…Más']","['Restaurante Livan Nicaragua. Centroamericana Otros tipos. 0 estrellas sobre 5. 1 opiniones. Basurtu Kastrexana Errepidea 9 Bilbao 48002.', '1254 Followers 450 Following 1908 Posts - See Instagram photos and videos from Restaurante Livan Nicaragua @livanpinell', '30/01/2024: Bar que recuerda a las antiguas tascas es conocido por tener el pintxo ""el grillo"" más bueno de Bilbao tienen más variedades de pintxos todos muy...']"
Bar Altamira-Txutxi,,121,"4,6",1-10€,Tiene terraza· Sirve buenos cócteles· No se aceptan reservas,"Lugar, Bo. Altamira, 23A, Basurto-Zorroza, 48002 Bilbao, Biscay","{'miércoles': ['11:00–2:00'], 'jueves': ['11:00–2:00'], 'viernes': ['11:00–2:00'], 'sábado': ['11:00–2:00'], 'domingo': ['11:00–2:00'], 'lunes': ['11:00–2:00'], 'martes': ['Cerrado']}",,"['Las rabas de los domingos espectaculares, buen ambiente sobre todo un camarero que usaba 👓 , nos hizo sentir como en casa.…Más', 'Buen ambiente, sitio familiar y de buen trato.\nSi vas por el barrio, la visita es obligada.…Más', 'Bonito barrio residencial de Bilbao, donde todos se conocen.\nVistas sobre toda la ciudad.…Más']","['Bar Txutxi Altamira Bilbao Spain. 130 likes · 7 were here. Bar.', '20 feb 2024 — Bar Altamira-Txutxi n.º 137 entre los pubs y bares de Bilbao: 122 opiniones y 40 fotos detalladas. Localízalo en el mapa y llama para...', 'La carta actualizada de Bar Altamira-Txutxi. Precios y opiniones de los clientes sobre sus platos.']"
Bar La Rueda de Bilbao -basque food-,,155,"4,3",1-10€,,"Pablo de Alzola Kalea, 3, Basurtu-Zorrotza, 48012 Bilbo, Bizkaia","{'miércoles': ['7:30–23:00'], 'jueves': ['7:30–24:00'], 'viernes': ['7:30–24:00'], 'sábado': ['9:00–24:00'], 'domingo': ['10:00–23:00'], 'lunes': ['7:30–23:00'], 'martes': ['7:30–23:00', 'Actualizado por esta empresa hace 3 semanas']}",631 40 56 34,"['El mejor lugar para pasar el rato y disfrutar de unos excelentes pintxos, todo el personal es maravilloso y brindan una atención de 10! 100% recomendado!…Más', '100% recomendable. Pintxos, raciones y cazuelitas muy buenas a buen precio. Buen sitio para tomar algo y comer en muy buen ambiente. El trato muy amable y crecano 👏👍', 'Menú del día excelente, 5 personas, con vino, refrescos, cerveza, cafés y postre 100€ y poco, excelente atención al cliente y calidad de producto, elaboración, etc…Más']","['Ve 3 fotos de 51 visitantes sobre bueno para ocasiones especiales y pintxos. ""Muy buena barra de pintxos y buenas copas preparadas""', 'Restaurants near Bodegas Ramon Bilbao · Casa Lola · Palacio De Bornos · El Cano De La Vega · La vina de Rueda · Restaurant Abrasador El Astral · El Horno De La Vina...', 'Khachapuri Oro Kababi Berenjenas con nuez ⏰⏰⏰La cocina está abierta todos los jueves y viernes de 20:00 a 22:00. Es mejor reservar mesa con antelación.']"
CODE Bilbao,Restaurante informal que sirve tapas hamburguesas ensaladas y menús del día con carnes y pescados asados o a la parrilla.,14000,"4,1",10-20€,,,"{'miércoles': ['7:30–22:00'], 'jueves': ['7:30–22:00'], 'viernes': ['7:30–24:00'], 'sábado': ['10:00–24:00'], 'domingo': ['10:00–22:00'], 'lunes': ['7:30–22:00'], 'martes': ['7:30–22:00']}",,"['Este restaurante cerca de la estación de autobuses está muy bien, el menu del día tiene una excelente relación calidad- precio.…Más', 'Restaurante con menú de fin de semana económico con asteriscos, es decir por 19,90€ incluye primero, segundo, postre, pan y agua pero el agua no es embotellada,…Más', 'Venimos de Granada. Hace 3 años que no venía, tras trabajar durante la pandemia en Bilbao. Fantástico lugar, igual que lo recordaba, si no mejor. Muy buena y…Más']","['Code Bilbao es un restaurante en el centro de Bilbao en el que podrás pedir tu comida a domicilio en Bilbao o recogerla en el local ¡Llámanos ahora!', 'Consulta el menú de Code Bilbao cada semana cambiamos nuestro menú ¡Podrás degustar todas las delicias que realizamos cada semana! ¡Reserva tu mesa!', 'Consulta la carta de Code Bilbao donde podrás ver la carta menú y menús para grupos en Bilbao todo en el centro de Bilbao al lado de termibus.']"
Bar Xírgu,,309,"4,2",1-10€,,"calle Camino de la Estación, nº 2, Basurtuko Geltokiko Kalea, 2, 48002 Bilbao, Biscay","{'miércoles': ['Cerrado'], 'jueves': ['8:00–24:00'], 'viernes': ['8:00–24:00'], 'sábado': ['8:00–24:00'], 'domingo': ['8:00–24:00'], 'lunes': ['8:00–24:00'], 'martes': ['8:00–24:00']}",,"['Muy buen ambiente. Todo muy rico. Los camareros muy amaba es y simpáticos. 100% recomendado…Más', '¡¡El MEJOR bar de todo Basurto!! Llevan muchísimos allí y no hacen más que mejorar... La barra de pintxos es muy completa y está todo buenísimo. Tienen una amplia y cómoda te…Más', 'Fuimos a comer unas raciones y nos gustaron mucho:\nLa cecina muy rica, rabas bien fritas y las croquetas exquisitas con una…Más']","['Consigue las mejores ofertas para Bar Xirgu en Bilbao y conoce la nota y posición en el ranking de GastroRanking.', 'Explora Bilbao con RUTAS bilbaoDendak. Descubre con nuestras rutas guiadas a través del comercio un Bilbao que no conocías.', '28 abr 2023 — Hoy vamos a conocer el pintxo de ""picadillo con huevo de codorniz"" del Bar Xirgu del barrio de Basurto en Bilbao recomendado por una oyente de...']"
EXTRA TIME BAR BILBAO,,24,"3,9",1-10€,,"Pl. Garellano, 8, Basurto-Zorroza, 48013 Bilbao, Biscay","{'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00'], 'viernes': ['8:00–23:00'], 'sábado': ['11:00–23:00'], 'domingo': ['11:00–23:00'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00']}",,"['Reservamos para celebrar el bautizo de nuestra hija alli y fue todo perfecto. Por lo que decidimos celebrar también su cumpleaños unos meses más tarde,…Más', 'Celebramos el otro día el cumple de nuestro hijo y estuvo genial! El local es amplio por lo que los niños además de merendar pudieron disfrutar jugando! Un cumple 10!…Más', 'Impresionante local. El servicio, la camarera encantadora y el desayuno de lujo, en primer lugar el detalle de como lo sirven en bandejita de madera, taza de…Más']","['¡Bienvenido a la web de Extra Time! Te daremos información sobre nosotros datos de contacto reservas y mucho más acerca de nuestros servicios.', 'Para pedir Extra Time Bar a domicilio en Bilbao simplemente abre la página web o aplicación de Glovo y ve a la categoría «Americana”».', 'Usa tu cuenta de Uber para pedir entregas de EXTRA TIME BAR BILBAO en Bilbao. Explora el menú echa un vistazo a los artículos populares y haz un...']"
Bar restaurante GABIÑA,,285,"4,6",10-20€,,"Poza Lizentziatuaren Kalea, 62, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia",{},,"['Muy bien menú del día y económico. La única pega es que se pasa un poco de frío comiendo.…Más', 'Excelente menú. Platos de cuchara como en casa. Servicio muy bueno…Más', 'Mejor sitio de Bilbao para comer. Excelente relación calidad precio... muy recomendable…Más']","['El restaurante Cerveceria Gabiña ofrece comida para llevar? ... Calidad/precio: 3.5. CERVECERIA GABIÑA Bilbao - Fotos Número de Teléfono y Restaurante Opiniones...', 'Cervecería Gabiña Bilbao. 15 likes · 3 talking about this. Desayunos menú del día asador de pollos cervecería.', '12/01/2024: Bar de categoría en el barrio de Castaños. Buen producto y resaltar la atención de los camareros que te hacen sentir en casa. Destacar el buen humor...']"
Restaurante Asador Toki Ona,,417,"3,3",10-20€,,"Mala Estrata, 1, Basurto-Zorroza, 48012 Bilbao, Biscay","{'miércoles': ['11:00–17:00', '20:00–23:30'], 'jueves': ['11:00–17:00', '20:00–23:30'], 'viernes': ['11:00–17:00', '20:00–23:30'], 'sábado': ['11:00–23:30'], 'domingo': ['11:00–23:30'], 'lunes': ['11:00–17:00', '20:00–23:30'], 'martes': ['Cerrado']}",,"['La costilla es una estafa, la ración nefasta, es un desastre de asador, el pollo normalito, la atención al cliente muy mala, sin experiencia, la dueña muy…Más', 'Muy mala atención servicio súper lento se me ah quitado el hambre de tanto esperar hemos reservado con antelación y llegaron otros a ellos los atendieron primero mal! No volverí…Más', 'Una vergüenza. He pedido a domicilio, han tardado mas de 3 horas en llegar, al llamar al número del establecimiento que da la app no cogía nadie. He llamado al…Más']","['Asador Toki Ona ; Carnes Pollo a la Brasa. Popular. 1100 € ; Carnes Medio Pollo a la Brasa. Popular. 600 € ; Ensaladas Ensalada Mixta. Popular. 800 € ; Carnes...', '26 opiniones#977 de 986 restaurantes en BilbaoRestaurante de carneBarbacoaEspañolaAsador ... TABERNA TOKI ONA Bilbao - Fotos Número de Teléfono y Restaurante...', 'Horario de apertura · lun: · mar: · mié: · jue: · vie: · sáb: · dom: 11:00–23:30...']"
La Campa de los Ingleses · Taberna San Mamés,,870,"4,3",1-10€,,"Estadio de San Mamés, P.º Rafael Moreno ""Pitxitxi"", s/n, Basurto-Zorroza, 48013 Bilbao, Biscay","{'miércoles': ['9:30–20:00'], 'jueves': ['9:30–22:00'], 'viernes': ['9:30–22:00'], 'sábado': ['10:00–20:00'], 'domingo': ['10:00–20:00'], 'lunes': ['9:30–20:00'], 'martes': ['9:30–20:00']}",,"['La idea de restaurante es espectacular con las vistas al estadio de San mames. Pero el restaurante está descuidado, poco personal para la.afluencia,sillas con manchas, pintxos de baja cal…Más', 'Increíblemente mal. Cena de empresa, 50y tantas personas. En un principio el local estaba helado porque no podían cerrar la puerta, que finalmente cerraron y…Más', 'Llenar la barriga mientras disfruta de las mejores vistas de La Catedral, no tiene precio... 🍽️😋…Más']","['Si hay un lugar para los amantes del fútbol y del Athletic ese es el bar restaurante de San Mamés Bilbao La campa de los Ingleses.', 'Tanto el servicio como el menú de fin de semana es perfecto para una comida en fa000ia y con vistas a San Mamés no se puede pedir más Algo a mejorar en...', '7 mar 2023 — Este espacio recorría desde el s. XVII y hasta 1908 la margen izquierda de la ría de Bilbao parte de la zona que hoy es conocida como...']"
Cervevería Kobetas Mendi,,77,"4,2",,,"Bo. Altamira Auzoa, 19, Basurto-Zorroza, 48002 Bilbao, Biscay",{},,"['Unas vistas increíbles de la villa de Bilbao mientras comes un rico pollo asado a muy bien precio. Chequear los horarios antes de ir ya que al ser descubierto la mayoría del año está cerrado.', 'Un lugar donde disfrutar en la amplia terraza de las vistas de Bilbao, comiéndote un típico pollo asado con patatas, aunque tienen más que eso, ya que tiene…Más', 'Las vistas desde aqui dominan el botxo ...Estupendas panoramicas ¡¡¡…Más']","['Cervecera situada en el Monte Cobetas ☑️ Vistas únicas de todo BIlbao ☑️ El mejor menú de cervecera de todo Bizkaia ▶️ ¡Visítanos !', 'Realiza tu reserva en Cervecera Cobetas. Reservas en interior y grupos a partir de 10 personas. Cervecera en Bilbao. Especialistas en Pollo Asado.', 'En Cervecera Cobetas encontrarás el mejor ambiente y las mejores vistas de Bilbao a 200 metros de altura sobre el Monte Cobetas ideal para comidas fa000iares...']"
Bar Izcay,,115,"4,1",1-10€,,"Egia Jeneralaren K., 33, Basurto-Zorroza, 48013 Bilbao, Biscay","{'miércoles': ['6:00–22:00'], 'jueves': ['6:00–22:00'], 'viernes': ['6:00–22:00'], 'sábado': ['8:00–22:00'], 'domingo': ['Cerrado'], 'lunes': ['6:00–22:00'], 'martes': ['6:00–22:00']}",,"['Lo regenta Toño y su hija. Es un bar que tiene un buen café (a 1 € ó 1,5 € en vaso), pintxos buenos y generosos, precios económicos, sin competencia en la zona.…Más', 'Buenísimo café y muy bien de precio. Y las tazas son una monada!…Más', 'Café con leche sólo vale 1€ pero demasiada leche y poco café.']","['16 ene 2024 — Bar Izcay n.º 245 entre los cafés de Bilbao: 114 opiniones y 27 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', 'La carta actualizada de Bar Izcay. Precios y opiniones de los clientes sobre sus platos.', 'Bar Izcay en Bilbao. Egia Jeneralaren K. 33  Biscay Bilbao · 944 66 08 43. Las mejores Terrazas. 00. Basado en 114 opiniones encontradas en 1 webs...']"
Bar Los Botijos,,697,"4,6",20-30€,,"Masustegi Estrata, 104, Basurtu-Zorrotza, 48002 Bilbo, Bizkaia","{'miércoles': ['Cerrado'], 'jueves': ['12:00–24:00'], 'viernes': ['12:00–1:00'], 'sábado': ['12:00–1:00'], 'domingo': ['12:00–19:00'], 'lunes': ['Cerrado'], 'martes': ['Cerrado']}",,"['Un restaurante con muy buen producto. Especializados en cachopo tienen diferentes tipos con dos bases: de carne y de pollo.…Más', 'El mejor restaurante de cachopos de Bilbao!!! Si te gustan los cachopos no puedes no venir. Es enorme pero sobre todo de calidad, para 4 o 5 y además viene con…Más', 'Buen servicio. Los cachopos todos espectaculares, las croquetas muy ricas. Buena relación calidad precio…Más']","['Bar Los Botijos · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Masustegi Estrata 104 Basurtu-Zorrotza 48002 Bilbao...', '25 dic 2023 — Estrada Masustegi 104 Bilbao ‼️Ofrecemos comida vegana y sin gluten ‼️ Trabajamos bajo reserva y por encargo ☎️ Teléfono y WhatsApp...', 'BAR Los Botijos · Página · Bar deportivo · +34 944 27 64 67 · Calificación · 37 34 opiniones.']"
Zaka Restaurante,Restaurante a la última decorado con un estilo retro que sirve pinchos de salmón curado y carrillera de cerdo vino y cócteles.,26000,"4,3",20-30€,,"Simón Bolívar Kalea, 11, Abando, 48011 Bilbo, Bizkaia","{'miércoles': ['7:30–24:00'], 'jueves': ['7:30–0:30'], 'viernes': ['7:30–1:00'], 'sábado': ['11:00–1:00'], 'domingo': ['11:00–24:00'], 'lunes': ['7:30–24:00'], 'martes': ['7:30–24:00']}",,"['Sitio magnífico en Bilbao con un menú extraordinario.\nCocina de calidad y materia prima excelente.…Más', 'El lugar en sí es agradable, aunque los turnos de comida obligan a comer de forma apresurada.…Más', 'La comida muy rica no le pongo la máxima puntuación porque le faltaba temperatura a los platos ,estaba la comida templada ...y al preguntarle al camarero si el…Más']","['Zaka cocina de aquí y de siempre. Carta variada compuesta de raciones para compartir carnes pescados platos típicos en Indautxu Bilbao.', 'Tienen un menú del día variado muy rico y a muy bien precio. Las cantidades son generosas y el sitio muy amplio y bonito.', 'Zaka Restaurante · Page · Tapas Bar & Restaurant · +34 944 01 45 61 · zakarestaurante.com · Rating · 4.3 182 Reviews.']"
Bar Kepa,,22,"4,7",,Se sirve comida en el bar,"Egia Jeneralaren K., Basurto-Zorroza, 48013 Bilbao, Biscay",{},,"['Magnífico sitio para tomar algo en particular para desayunar una tortilla rellena realmente rica con un café Baque y con un zumo recién exprimido, y todo ello…Más', 'Una pasada, música buenísima pero un poco baja de volumen 🏴\u200d☠️🎸🍻🤘', 'EL MEJOR BAR DEL MUNDO !!!\nImpresionante para musiqueros, melómanos, faranduleros y otras especies, puedes…Más']","['2 ene 2024 — Bar Kepa n.º 43 entre los pubs y bares de Bilbao: 20 opiniones y 1 foto detallada. Localízalo en el mapa y llama para reservar mesa.', 'KEPA. Bares Calle Luis Briñas 33 48013 Basurto-Zorroza Bilbao Vizcaya. Abierto. Ver teléfono. Llamar · Cómo llegar. Ubicación de KEPA. Localización.', '11 mar 2013 — En mi afán por encontrar el Santo Grial de la tortilla de patata en Bilbao continúo visitando bares tascas y cafeterías a la hora del...']"
