title,description,n_reviews,stars_avg,price_range,facilities,street,opening_hours,phone_number,featured_reviews,extra_content
Gure Toki,Platos y tapas modernos de cocina vasca y vinos regionales en un restaurante chic de estilo industrial.,37000,"4,5",10-20€,,"Pl. Nueva, 12, Ibaiondo, 48005 Bilbao, Biscay","{'miércoles': ['Cerrado'], 'jueves': ['10:00–23:00'], 'viernes': ['10:00–23:00'], 'sábado': ['10:00–23:00'], 'domingo': ['10:00–16:00'], 'lunes': ['10:00–23:00'], 'martes': ['10:00–23:00', 'Confirmado por esta empresa hace 2 semanas']}",,"['Nos gustó mucho la experiencia.\nEl sitio está bastante bien, con amplia variedad de pintxos. Muy surtido, de…Más', 'Fuimos a este local guiados por su buena puntuación en está app. Sábado a las 18:30 con la terraza llena y cola, en su mayoría, de extranjeros para pedir un ……Más', 'Muy recomendable. El restaurante estaba súper lleno así que pedimos para llevar y comimos en la Plaza Nueva, al sol ☀️😎…Más']","['hace 6 días — El restaurante Gure Toki está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4; Calidad/precio...', '0_N0A8241.jpg. 0_N0A8222.jpg. 0_N0A8263.jpg. 0_N0A8267.jpg. 0_N0A8216.jpg. 0_N0A8232.jpg. Panorama_sin_título1.jpg. ongi etorri.', 'En el verano de 2015 abre sus puertas el nuevo Gure Toki una de las referencias gastronómicas de Bilbao. Situado en la Plaza Nueva uno de los rincones más...']"
Zazpi Taberna,,228,"4,2",1-10€,,"Barrenkale Barrena, 18, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['18:00–1:00'], 'jueves': ['18:00–1:00'], 'viernes': ['17:00–1:30'], 'sábado': ['12:00–2:00'], 'domingo': ['13:00–1:00'], 'lunes': ['18:00–1:00'], 'martes': ['18:00–1:00']}",,"['Un bar con mucha personalidad en el corazón del Casco Viejo. La decoración está ambientada en joyas del universo freak que le dan un toque brutal al espacio.…Más', '2 cosas. El servicio de la camarera horrible. Antipática y ni contestaba a lo que le decíamos. Intentamos ser corteses, amables y simpáticos con ella, mi pareja…Más', 'Es una taberna del corazón del casco viejo con mucha identidad, de las que quedan pocas. Me recuerda un bonito viaje a los 90 donde puedes escuchar temazos de…Más']","['Bar del casco viejo en la zona llamada triangune. Tiene variedad de cervezas de cañero a precios razonables también algunos pintxos y mucho ambiente los fines...', '822 Followers 589 Following 129 Posts - See Instagram photos and videos from Zazpi Taberna Bilbao @zazpitabernabilbao', 'Zazpi Bide es tu taberna de toda la vida música buen ambiente gastronomía vasca y fiestas para... BARRENKALE BARRENA 18 48005 Bilbao.']"
ANTXOA TABERNA,,605,"4,4",1-10€,,"Pl. Nueva, 1, Ibaiondo, 48005 Bilbao, Biscay","{'miércoles': ['12:00–22:30'], 'jueves': ['12:00–22:30'], 'viernes': ['12:00–23:30'], 'sábado': ['12:00–23:30'], 'domingo': ['12:00–22:30'], 'lunes': ['12:00–22:30'], 'martes': ['12:00–22:30']}",,"['ESPECTACULAR! Todos los pintxos estan riquísimos! Las antxoas ahumadas son una delicatessen y mezclaro con queso es una delicia! Probadlo todo no os decepcionará!…Más', 'Buen sitio para pinchos, en especial si os encantan las anchoas, y un servicio muy amable. Buena terraza.…Más', 'Tanto los pintxos como el servicio fueron excelentes. El pintxo de sobao con anchoa y cítrico es una genialidad. Nos fuimos muy contentos y con ganas de volver.…Más']","['Contacto · Dirección : Plaza Nueva 1 Bilbao · Teléfono : +34944594631 · Email : info@antxoataberna.com...', 'El restaurante Antxoa Taberna está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 5; Servicio: 4.5; Calidad/precio: 4.5...', 'Templo de la antxoa del Cantábrico en Bilbao. Conservas raciones bocadillos pintxos y gildas. ABRIMOS TODOS LOS DIAS #elbardelasanchoas.']"
Baster,,2000,"4,4",1-10€,Tiene terraza· No se aceptan reservas· Sillas altas disponibles,"Posta Kalea, 22, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['9:30–22:00'], 'jueves': ['9:30–22:00'], 'viernes': ['9:30–23:00'], 'sábado': ['9:30–23:00'], 'domingo': ['9:30–16:00'], 'lunes': ['9:30–22:00'], 'martes': ['9:30–22:00']}",,"['He probado tanto la tortillita de patatas como el bocadillo de calamares y he salido encantado.…Más', 'Local con muy buena localización. Tiene la terraza siempre llena, por lo que probablemente toque esperar. El bocata de calamares estaba muy bueno. Local recomendable.…Más', 'Aunque siempre se pelea uno ppr encontrar sitio... creo que eso dice mucho. Me encanta este lugar y aunque tenga que esperar un poco vale la pena... ese…Más']","['El restaurante Baster Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4.5...', '¡Bienvenido a nuestra casa! Pasa a disfrutar de nuestra propuesta gastronómica en pleno casco viejo Bilbaíno. Pintxos y raciones tradicionales hechas en casa y...', 'Baster Bilbao Lucky Baster · Página · Bar de tapas y restaurante · +34 944 07 12 28 · basterbilbao.com · Calificación · 47 165 opiniones.']"
Zaharra - Plaza nueva,,579,"4,3",1-10€,,"K. Barria, 4, Ibaiondo, 48005 Bilbao, Vizcaya, Bizkaia","{'miércoles': ['10:00–22:00'], 'jueves': ['10:30–22:00'], 'viernes': ['10:00–23:00'], 'sábado': ['10:00–23:00'], 'domingo': ['10:00–23:00'], 'lunes': ['10:30–22:00'], 'martes': ['10:00–22:00']}",,"['Nuestra primera parada al llegar a Bilbao. Probamos la croqueta de chipirón súper cremosa y exquisita y una tortilla de morcilla muy rica. El trato fue muy…Más', 'Sitio muy agradable para tomar pintxos , con gran variedad , pedimos 3 de tortilla , todas distintas y estaban muy ricas. Gorka el camarero muy atento y además nos recomendó más tab…Más', 'Buen bar para tomarse unas cervezas y unos pintxos en plena Plaza Nueva. Tienen gran variedad de pintxos en general, pero me sorprendió la variedad de…Más']","['Ubicación y contacto. Plaza Nueva 4 48005 Bilbao España. A 00 km de Casco ... Atmósfera: 4. ZAHARRA Bilbao - Plaza Nueva 4 - Fotos Número de Teléfono y...', '09:00 - 23:00 Plaza Nueva. Domingos. 08:00 - 24:00 Abesbatza. 09:00 - 22:30 Albia. 09:00 - 22:00 Plaza Nueva. ENCUÉNTRANOS AQUÍ. Plaza Nueva 4 48005', 'Un restaurante de tapas perfecto para comer en bilbao bastante que sale bastante barato a nosotros nos costó 32€ por tres personas y muy bueno si te guata el...']"
Restaurante Egiluz,Clásico bar-restaurante que sirve recetas tradicionales vinos de autor y su especialidad la chuleta Egiluz.,386,"4,1",€€,,"Txakur Kalea, 4, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['11:00–24:00'], 'jueves': ['11:00–24:00'], 'viernes': ['11:00–24:00'], 'sábado': ['11:00–24:00'], 'domingo': ['11:00–24:00'], 'lunes': ['Cerrado'], 'martes': ['11:00–24:00']}",671 45 19 17,"['El Menú del día por 17 euros es muy recomendable. Porciones grandes y la calidad de la comida está bastante bien. La atención de todo el personal muy amable. Recomendado.…Más', 'Pongo las estrellas por la buena atención de las camareras. Menú de sábado 25€. La paella de marisco salada y recalentada. Dan la opción de cambiarla por otro…Más', 'Muy buena atención, y buen ambiente. Típico Restaurante de toda la vida.\nPedimos Bacalao a la vizcaína, muuuy bueno y los chi…Más']","['El restaurante Restaurante Egiluz está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 3.5...', 'Recordad nuestro número de teléfono para reservar es el 944 150 242. En la calle del Perro. ¡Os esperamos!', 'Un buen almuerzo y buen servicio. Nos recomendaron no comer en la plaza nueva debido a los precios. Y nos fuimos callejeando por las cercanías a la catedral.']"
Taska Beltz | Vinos Rock y Cazuelitas,,155,"4,7",10-20€,,"Pilota Kalea, 4, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['17:00–24:00'], 'jueves': ['17:00–1:00'], 'viernes': ['17:00–1:30'], 'sábado': ['13:00–1:30'], 'domingo': ['13:00–18:30'], 'lunes': ['Cerrado'], 'martes': ['Cerrado']}",688 62 91 59,"['Es la mejor taska de Bilbao. Vinos naturales, de bodegas selectas, comida típica vasca (pero de verdad). El dueño controla muchísimo de vinos y gastronomía y…Más', 'El mejor sitio de Bilbao de vinos naturales, cazuelitas y talos espectaculares, un servicio excelente con una musica fantástica. Joseba una makina y un apasionado de su trabajo. No ha…Más', 'Genial la música y el ambiente. Cuando llegamos ya no tenían talos porque eran las 23:00, pero pedimos queso y estaba bastante bueno. Variedad de vinos aunque en mi opinión…Más']","['Estamos situados en pleno Casco Viejo de Bilbao. Ven y conócenos! +34 688 629 159. Taska Beltz 2024 © • Pilota Kalea 4 48005 Bilbao • Tel: 688 629 159. zh...', '4 abr 2021 — Joseba Gorroño abraza su herencia tabernera en un local a medida donde sirve vinos diferentes y guisos de siempre.', 'Es la mejor taska de Bilbao. Vinos naturales de bodegas selectas comida típica vasca pero de verdad. El dueño controla muchísimo de vinos y gastronomía...']"
Isipil Bar,,420,"4,5",1-10€,,"C. Belosticalle, 21, Ibaiondo, 48005 Bilbao, Biscay","{'miércoles': ['7:00–22:00'], 'jueves': ['7:00–22:00'], 'viernes': ['7:00–22:00'], 'sábado': ['7:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['7:00–22:00'], 'martes': ['7:00–22:00']}",944 16 70 04,"['Se nota que las cosas se hacen bien cuando entras a un bar y ves trabajo sin descanso y el local lleno de parroquianos, de clientes asiduos.…Más', 'Siempre que vamos a Bilbao hacemos parada con la familia para degustar las exquisitas gildas y pintxos de Mikel así como su excelente café. Nos sentimos como en…Más', 'Típico bar del casco viejo,con buen café,buena comida,buen ambiente,Mikel cómo Encarni y la cocinera siempre te reciben con su mejor sonrisa,bares como este ya no quedan....…Más']","['El bar Isipil está situado en una de las calles más tranquilas del centro del Casco Viejo de Bilbao a unos metros de la bilbaína catedral d.', 'Bar Isipil · Puntuaciones y opiniones · Comida y ambiente · Ubicación y contacto. Belostikale 21 48005 Bilbao España.', 'Bar Isipil. 588 Me gusta. \U000f178b. 618 seguidores. Situado en una de las calles más tranquilas del Casco Viejo de Bilbao. Especializados en buen café y desayunos...']"
Restaurante KASKO,Platos creativos de cocina vasca con un toque internacional en un restaurante decorado de forma peculiar con un pianista en directo.,29000,"4,0",10-20€,,"Andra Maria Kalea, 16, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['10:30–23:30'], 'jueves': ['10:30–23:30'], 'viernes': ['10:30–23:50'], 'sábado': ['10:30–23:50'], 'domingo': ['10:30–23:30'], 'lunes': ['10:30–23:30'], 'martes': ['10:30–22:30']}",,"['Servicio genial de 10, comida riquísima, a destacar las zamburiñas y las gambas. Buenas cantidades. Bien situado. El único ""pero"", que me hubiese gustado que la…Más', 'Bastante bien, todo lo que pedimos lo compartimos a dos y nos salio a 100 euros la cuenta. Para mi las raciones son pequeñas, ya que me encanta comer y nunca me…Más', 'Me sorprendió. Acostumbrada a que ahora los restaurantes buscan la vanguardia y lo moderno, me sorprende su estética tradicional. Comimos muy bien para el…Más']","['Andra Mari Kalea 16 | 48005 BILBAO. info@restaurantekasko.com. Reservas y contacto ... © Copyright 2022 - Restaurante Kasko | Desarrollado por Krei Estudio.', 'El restaurante Restaurante Kasko está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', 'Andra Mari Kalea 16 | 48005 BILBAO. info@restaurantekasko.com. Reservas y contacto. Teléfono: 944.160.311. Condiciones de uso - Política de privacidad.']"
con B de bilbao,Restaurante moderno con una decoración chic que sirve tapas típicas españolas tanto clásicas como innovadoras.,531,"4,3",1-10€,,,{},,"['El precio de los pinchos es algo superior a la media del centro de Bilbao, pero la calidad y variedad de los mismos lo compensa sobradamente; por eso repetimos…Más', 'Típico bar de pintxos en el centro de la ciudad. Al entrar te encuentras la barra llena de pintxos, la mayoría de ellos cubiertos con plástico.…Más', 'Sitio céntrico con gran variedad de pintxos, donde van cambiándolos cada día.\nLa relación calidad precio es muy buena, fue todo un acie…Más']","['El restaurante con B de bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', 'Consigue las mejores ofertas para con B de bilbao en Bilbao y conoce la nota y posición en el ranking de GastroRanking.', 'Fotografía de con B de bilbao Bilbao: Carta. Echa un vistazo a los 171 vídeos y fotos de con B de bilbao que han tomado los miembros de Tripadvisor.']"
ormaetxe,,72,"3,8",€,,"Dorre Kalea, 4, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['13:00–16:00', '19:00–23:30'], 'jueves': ['13:00–16:00', '19:00–23:30'], 'viernes': ['13:00–16:00', '19:00–2:00'], 'sábado': ['13:00–16:00', '19:00–2:00'], 'domingo': ['13:00–16:00', '19:00–23:30'], 'lunes': ['13:00–16:00', '19:00–23:30'], 'martes': ['13:00–16:00', '19:00–23:30']}",,"['Gran servicio gracias a contar con un camarero muy profesional.\nRápido, atento , amable y simpático.\nVolveré sin duda.…Más', 'Un bar genial para empezar el finde .Camarero atento y muy majete.…Más', 'Buena música, buen ambiente, buen lugar, céntrico... Todo bien!!!…Más']","['Bar poco recomendablexenófobo a pesar de su ambiente gay.son un grupo de gente la que allí se reúne bastante cavernícola.', 'Bar poco recomendablexenófobo a pesar de su ambiente gay.son un grupo de gente la que allí se reúne bastante cavernícola. Fecha...', '6 feb 2022 — Protesta contra el gerente del bar Ormaetxe de Bilbao tras ser denunciado por drogar y violar a una mujer. Una multitud convocada por colectivos...']"
Bar SantaMaría,,14000,"4,6",1-10€,Tiene terraza· No se aceptan reservas,"Andra Maria Kalea, 18, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['8:30–23:00'], 'jueves': ['8:30–23:00'], 'viernes': ['8:30–24:00'], 'sábado': ['11:00–24:00'], 'domingo': ['12:00–16:00'], 'lunes': ['8:30–23:00'], 'martes': ['8:30–23:00']}",,"['Nos había recomendado el sitio , nuestra hija. Hemos probado varios tipos de pinchos, cada uno más bueno que el otro. El servicio y la atención de las…Más', 'Lo vimos de casualidad. Y cada vez que vayamos a Bilbao lo vamos a tener como parada obligatoria, se lo recomiendo a todo el mundo. Tapas a la brasa y variadas.…Más', 'Un espectáculo desde que entras hasta que sales. Ambiente con bullicio pero es que no es para menos, todo el mundo quiere estar allí. Los empleados súper…Más']","['228 opiniones#35 de 987 restaurantes en Bilbao€€ - €€€BarMediterráneaEuropea. Calle Santa Maria 18 48005 Bilbao España +34 944 15 05 34 Página web. Abierto...', 'Excelente bar de tapas las mejores de Bilbao. Gemma muy profesional da gusto verla trabajar súper eficiente. Más comentarios en Google.', 'Descubre el bar Santa María donde comer pinchos elaborados al momento en el Casco Viejo de Bilbao.']"
