title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
Mariena,,1,"4,0",,,"San Mames Zumarkalea, 43 (bis, Abando, 48010 Bilbo, Bizkaia",{},,"['Buen sitio para desayunar, picar, comer... Exquisitos pintxos con buen trato y ambiente agradable. Céntrico buena opción en Bilbao.']","['En Marina realizamos desde pequeños proyectos de decoración hasta una reforma integral de tu hogar ... Más de cuatro décadas en el centro de Bilbao. Miles de...', 'Marina Bilbao. 909 Me gusta · 35 personas están hablando de esto · 9 personas han estado aquí. DISEÑO Y DECORACIÓN EN BILBAO ______ El hogar que...', 'Desde 1979 ✨ Haz realidad la cocina de tus sueños en el centro de Bilbao. Visita nuestro estudio de decoración: @marinaestudio · Ercilla 39 Bilbao Spain 48011.']"
San Mamés Jatetxea · Restaurante en San Mamés,,227,"4,3",70-80€,,"P.º Rafael Moreno ""Pitxitxi"", SN, Puerta 14, Basurto-Zorroza, 48013 Bilbao, Biscay","{'sábado': ['13:00–15:30', '20:00–22:00'], 'domingo': ['13:00–15:30'], 'lunes': ['Cerrado'], 'martes': ['13:00–15:30'], 'miércoles': ['13:00–15:30'], 'jueves': ['13:00–15:30'], 'viernes': ['13:00–15:30', '20:00–22:00']}",,"['La comida nada del otro mundo, las vistas al campo y el ambiente muy agradable.\nNos pusieron kokotxas de aperitivo, que estaban bien.…Más', 'Segunda vez que repito y la verdad que excelente. Es un sitio donde bueno alguna vez te puedes dar el gusto pero es caro. Las mollejas con el puré de patata increíble deliciosa. La úni…Más', 'Comida en un entorno único. Restaurante ubicado en San Mamés con unos menús degustación súper completos y con comida muy elaborada. Nosotros pedimos su menú…Más']","['Descubre la cocina de autor en el corazón de San Mamés. La identidad gastronómica bizkaina en un marco incomparable. Bajo la dirección de Fernando Canales...', 'Según me comenta el restaurante no existe menú VIP. Tienen menús para socios entre semana a 39 Euros. Para más información mira la web del restaurante No me...', 'San Mames Jatetxea Bilbao: Consulta 258 opiniones sobre San Mames Jatetxea con puntuación 45 de 5 y clasificado en Tripadvisor N.°87 de 1.206 restaurantes...']"
El rincón de San Mames,,18,"4,5",,Se sirve comida en el bar,"Juan Antonio Zunzunegui Etorb., 4, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'sábado': ['8:00–23:00'], 'domingo': ['8:00–23:00'], 'lunes': ['7:30–22:00'], 'martes': ['7:30–22:00'], 'miércoles': ['7:30–22:00'], 'jueves': ['7:30–22:00'], 'viernes': ['8:00–23:00']}",946 04 88 10,"['Bar muy pequeño que se ubica cerca del campo de San Mames y de la estación de autobuses.…Más', 'Muy buen sitio, buen precio y terraza genial. Pinchos estupendos', 'Caro pero muy bonito, claro está en SAN MAMES, tiene un menú majo']","['16 ene 2024 — Este bar sirve cocina china. El rincón de San Mames te agradará con su casero cerdo. Muchos clientes dicen que el personal es cordial.', 'El rincón de San Mames en Bilbao. Juan Antonio Zunzunegui Etorb. 4  Biscay Bilbao · 946 04 88 10. 90. Basado en 18 opiniones encontradas en 1 webs...', 'La carta actualizada de El rincón de San Mames pub y bar. Precios y opiniones de los clientes sobre sus platos.']"
Café Grafit,Tapas pinchos y comida de pub en un bar informal inspirado en la música rock donde se celebran conciertos en directo.,22000,"4,3",10-20€,Tiene terraza· Ideal para ver deportes,"Urrutia Kalea, 1, Local bajo, Abando, 48010 Bilbao, Biscay","{'viernes': ['8:00–2:30'], 'sábado': ['10:30–2:00'], 'domingo': ['17:00–24:00'], 'lunes': ['8:00–24:00'], 'martes': ['8:00–24:00'], 'miércoles': ['8:00–24:00'], 'jueves': ['8:00–24:00']}",944 10 27 72,"['Estuvo bien. Pedimos unas croquetas que no se si volvería a pedir porque sin mas. Pero las patatas dado con seis salsas estaban muy buenas. Lo único malo fue que la salsa ali oli e…Más', 'Cerca de nuestro hotel, en el centro de Bilbao. Este lugar es ideal para desayunar, tiene pinchitos, la tortilla fabulosa, uyyy y el zumo de naranja delicioso…Más', 'Hoy ha celebrado mi hijo el cumple con unos amigos. Trato excelente y comida de 10. Da gusto acudir a sitios donde l@s camarer@s vienen siempre con la sonrisa en la cara d…Más']","['CaféBar Salón Terraza Bilbao Bizkaia EH.', 'El restaurante Grafit Rock Café está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', 'Grafit Rock Café · Página · Gastropub · +34 944 10 27 72 · grafitcafe.com · Calificación · 42 58 opiniones.']"
Bar Campeón & Euskallions Taldea,,256,"4,6",1-10€,Tiene terraza· Se sirve comida en el bar· Tiene happy hour,"Luis Briñas K., 3, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'sábado': ['10:30–23:00'], 'domingo': ['10:30–15:30'], 'lunes': ['Cerrado'], 'martes': ['9:30–21:00'], 'miércoles': ['9:30–21:00'], 'jueves': ['9:30–22:00'], 'viernes': ['9:15–23:30', 'Confirmado por esta empresa hace 6 semanas']}",946 03 20 31,"['Frente al estadio! La vista espectacular! Donde está la acción 🤩cerveza bien fría, pintxos muy higiénicos cerrados en plástico🥰y la amabilidad y asesoramiento de la gente tras la barra, para …Más', 'No se puede sentir mas agusto uno alli. Esti es una mujer especial, trabajadora, d8vertida, amiga de sus amigos y una profesional en lo suyo. Rober su compañero…Más', 'Servicio genial.\nPersonal atento y amable.…Más']","['Bar Campeón Bilbao. 662 Me gusta · 23 personas están hablando de esto · 352 personas han estado aquí. Desayunos y pintxos muy de Bilbao. Tortillas...', '20 feb 2024 — Este es el sitio con mejor calidad cerca de Museo Maritimo Ria de Bilbao. Este bar te propone probar unas tortitas de pan atrayentes.', 'El bar Bilbao se encuentra Luis Briñas K. 3 48013 Bilbao. Campeón & Euskallions Taldea Bilbao en el mapa de Schlouk con toda la información: horarios de...']"
Restaurante Enol,,513,"4,6",€€,,"Calle Licenciado Poza / Lizentziatuaren 73, Poza Lizentziatuaren Kalea, 73, 48013 Bilbao, Biscay","{'sábado': ['12:00–17:00'], 'domingo': ['Cerrado'], 'lunes': ['11:00–18:00'], 'martes': ['11:00–18:00'], 'miércoles': ['11:00–18:00'], 'jueves': ['11:00–23:00'], 'viernes': ['11:00–23:00']}",944 42 20 95,"['Restaurante ubicado Justo al lado del estadio del atlétic.\nDisfrutamos de un buen servicio y una elaboración del menú correcta.…Más', 'Muy recomendable ir a comer al Enol. La comida está espectacular y desde luego que con hambre no te quedas, ya que ponen buenas cantidades.…Más', 'A sido especial, todo re que te bueno, el personal estupendo , repetiré, no lo dudo.']","['Bienvenidos a Enol. Un restaurante situado en el corazón de Bilbao donde disfrutar de los mejores platos en un agradable ambiente.', 'El restaurante Restaurante Enol está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4...', 'Restaurante ubicado Justo al lado del estadio del atlétic. Disfrutamos de un buen servicio y una elaboración del menú correcta. El camarero tuvo el detalle de...']"
CODE Bilbao,Restaurante informal que sirve tapas hamburguesas ensaladas y menús del día con carnes y pescados asados o a la parrilla.,14000,"4,1",10-20€,Tiene terraza· Sirve buenos cócteles· Ideal para ver deportes,"Juan Antonio Zunzunegui Etorb., 7, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'sábado': ['10:00–24:00'], 'domingo': ['10:00–22:00'], 'lunes': ['7:30–22:00'], 'martes': ['7:30–22:00'], 'miércoles': ['7:30–22:00'], 'jueves': ['7:30–22:00'], 'viernes': ['7:30–24:00']}",944 39 23 37,"['Este restaurante cerca de la estación de autobuses está muy bien, el menu del día tiene una excelente relación calidad- precio.…Más', 'Restaurante con menú de fin de semana económico con asteriscos, es decir por 19,90€ incluye primero, segundo, postre, pan y agua pero el agua no es embotellada,…Más', 'Sitio agradable para pasar un buen rato ya sea solo, con pareja o amigos. Disfrutar de unas copas y por qué no cenar, aunque yo sólo estuve ahí con mi pareja…Más']","['Code Bilbao es un restaurante en el centro de Bilbao en el que podrás pedir tu comida a domicilio en Bilbao o recogerla en el local ¡Llámanos ahora!', 'Consulta el menú de Code Bilbao cada semana cambiamos nuestro menú ¡Podrás degustar todas las delicias que realizamos cada semana! ¡Reserva tu mesa!', 'Consulta la carta de Code Bilbao donde podrás ver la carta menú y menús para grupos en Bilbao todo en el centro de Bilbao al lado de termibus.']"
Restaurante Marisquería Mendata Berria. Cenas y comidas en Bilbao en terraza cubierta climatizada y comedor,,458,"3,9",€€,Tiene terraza· Tiene Wi-Fi· Sillas altas disponibles,"San Mames Zumarkalea, 45, Ptl.Bj, Abando, 48010 Bilbao, Biscay",{},944 02 93 76,"['La comida estaba bien, pero hay dos detalles que no me gustaron nada.\n1.- Tanto la carta de comida como la de vinos que tienen co…Más', 'El menú especial normal para la fama que tiene la carne, imagino que no entra la selecta en dicho menu', 'Pedimos pulpo, y en el plato venían 8 trocitos y alguna rodaja de patata. Por 27 euros es demasiado caro. La camarera se enfadó porque le dijimos que sólo…Más']","['Lo mejor en mariscos carnes pescados y delicatessen frescos y de temporada. En el centro de Bilbao comedor y terraza climatizada. Ver la carta /. #...', 'Comidas. Desayuno Comidas Cenas Bebidas. Ver todos los detalles. comidas ventajas información general. Ubicación y contacto. Alameda San Mames 45 48010...', '21 ene 2024 — Restaurante Marísquería Mendata Berria n.º 203 entre los restaurantes de Bilbao: 564 opiniones y 219 fotos detalladas.']"
Bar Mugi,Restaurante de gestión fa000iar que ofrece tapas y bocadillos en un comedor acogedor.,13000,"4,4",10-20€,Tiene terraza· Tiene comedor privado· Sillas altas disponibles,"Poza Lizentziatuaren Kalea, 55, Abando, 48013 Bilbo, Bizkaia","{'sábado': ['Cerrado'], 'domingo': ['11:00–16:00', '19:00–24:00'], 'lunes': ['11:00–16:00', '19:00–24:00'], 'martes': ['11:00–16:00', '19:00–24:00'], 'miércoles': ['11:00–16:00', '19:00–24:00'], 'jueves': ['11:00–16:00', '19:00–24:00'], 'viernes': ['11:00–16:00', '19:00–24:00']}",944 41 30 16,"['@ mugí bilbao\nMenudo espectáculo de pinchos y atención nos atiende laura…Más', 'Nos gustó muchísimo , lo encontramos de chiripa dando un paseo buscando donde comer y fuimos en 3 ocasiones , los pinchos riquísimos y la pluma a la brasa…Más', 'ricos, variados punos, y la mejor calidad en la atención del propietario. eso es muy valorado, ya que vengo del sector y es tan complicado encontrar gente que presta atención al público.']","['Ubicación y contacto. Licenciado poza 55 48013 48013 Bilbao España. Indautxu.', 'Follow. Message. Mugi Bilbao. Trabajar la calidad es nuestro leitmotiv Working quality is our leitmotiv. 82 posts; 2115 followers; 281 following...', '- El Mugi Bilbao - Bar Alameda Bilbao - Restaurante Gredos - Joyería Suarez - Tiendas Laucirica - Gerardo - Bilbao - Veritas Boutique Bilbao - Denis 2000']"
Bar restaurante El Pikeo,,75,"4,2",10-20€,,"Abaro Estrata, 10, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'sábado': ['10:00–24:00'], 'domingo': ['11:00–22:00'], 'lunes': ['11:00–22:00'], 'martes': ['Cerrado'], 'miércoles': ['11:00–22:00'], 'jueves': ['11:00–22:00'], 'viernes': ['10:00–24:00']}",660 02 37 42,"['Muy bien lugar!\nLa comida fue excelente, probamos las.empanadas ✌️🥩🐱…Más', 'Excelente comida buena atención y sobre todo calidad volvería otro día que esté x Bilbao…Más', 'Imposible comunicarce con ellos , sale el contestador de soy Miguel y no te contesta . Pides por Justin y no se alejan de su zona en fin vaya mal servicio.']","['BAR RESTAURANTE EL PIKEO TE INVITA A DEGUSTAR EL SABROSO CALDO DE SALCHICHA Y LOS ROCOS BOLLOS DE PEZCADO CORVICHE Y MUCHO MAS .... NO TE LO PUEDES PERDER...', '11 feb 2024 — El Pikeo n.º 953 entre los restaurantes de Bilbao: 15 opiniones y 11 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', 'El Pikeo Bilbao ; Ceviche de Gamba. Popular. 1200 € ; Chaulafan. Popular. 1200 € ; Bandera. Popular. 1500 € ; Encebollado Normal. Popular. 1000 € ; Picada...']"
Cantina Mexicana Tapachula,Chimichanga fajitas de camarón y tequila en restaurante de mesas y taburetes bajos con percheros de flores.,17000,"4,2",20-30€,Tiene terraza· Se sirven platos vegetarianos· Tiene Wi-Fi,"San Mames Zumarkalea, 28, bajo, Abando, 48010 Bilbo, Bizkaia","{'sábado': ['12:00–16:00', '19:30–24:00'], 'domingo': ['12:00–16:00', '19:30–23:00'], 'lunes': ['12:00–16:00', '19:30–23:00'], 'martes': ['12:00–16:00', '19:30–23:00'], 'miércoles': ['12:00–16:00', '19:30–23:00'], 'jueves': ['12:00–16:00', '19:30–23:00'], 'viernes': ['12:00–16:00', '19:30–24:00', 'Confirmado por esta empresa hace 4 semanas']}",944 44 47 19,"['Muy buen sitio para comer auténtica comida mexicana, la atención por parte de las camareras fue excelente y los baños estaban bien a excepción de que estaban…Más', 'Comida: Pedimos Chimichanga, Choriqueso, Nachos doble queso y Burrito Tapachula. Todo estaba muy rico, buena presentación y platos contundentes para compartir.…Más', 'Excelente es poco! La comida estaba increíble, pero lo que más destaca es la atención y el ambiente del sitio. Es un lugar súper recomendable, si les pudiese poner más estrellas no lo dudaría.']","['DE 12:00 a 17:00 y 19.30 a 00.00. para recibirle cualquier día con los brazos abiertos y la mesa puesta pero...', 'El restaurante Cantina Mexicana Tapachula está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/...', 'Restaurante Mexicano en Bilbao. TAPACHULA un pedacito de en el botxo. SINCE 1996 Calle Alameda San Mames 28Indautxu. 94 4444 719.']"
Briñas,,707,"4,0",1-10€,,"Pérez Galdós K., 54, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'sábado': ['8:00–20:00'], 'domingo': ['Cerrado'], 'lunes': ['6:00–22:00'], 'martes': ['6:00–22:00'], 'miércoles': ['6:00–22:00'], 'jueves': ['6:00–22:00'], 'viernes': ['6:00–22:00']}",,"['Mientras esperaba al autobús decidí ir aquí a por un pincho de tortilla en vez de quedarme en los bares de la estación. Acierto total, la tortilla está deliciosa. Vale la pena ir solo por eso.…Más', 'He desayunado varias veces en esta cafetería muy concurrida y la verdad es que nunca la he visto vacío el local y eso querrá decir algo. Tiene una buena barra ……Más', 'Un lugar ideal para ir, con buen cafe y buena comida. Hemos ido varios días a desayunar y nos ha gustado mucho. El unico pero, a pesar del buen trato y que el ……Más']","['Cafe Bar Briñas · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Pérez Galdós Kalea 54 48013 Bilbao España.', 'Un local junto a la estación de autobuses de Bilbao atención genial pinchos asequibles y bocadillos pequeños muy sabrosos una experiencia completa cerca de...', '¿Acabas de llegar a Bilbao y necesitas comerte un pintxo de verdad? Prueba en el bar Briñas un local a tiro de piedra de la estación de Termibus donde te...']"
Bar Cafe Pacifico,,201,"4,4",10-20€,Tiene terraza· Ideal para ver deportes· Se admiten perros en el exterior,"Luis Briñas K., 3, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'sábado': ['10:00–19:00'], 'domingo': ['Cerrado'], 'lunes': ['10:00–18:00'], 'martes': ['10:00–18:00'], 'miércoles': ['10:00–18:00'], 'jueves': ['10:00–18:00'], 'viernes': ['10:00–18:00']}",946 96 07 37,"['👍\nPedimos dos menús, uno con sancocho de falda que estaba con mucho sabor, y de…Más', 'Lugar pequeño pero con mucho encanto, donde degustar comida colombiana. Si no quieres coger menú, tienen empanadas, aborrajados de carne, aborrajados de dulce…Más', 'Deliciosa comida y buena atención.. un lugar muy acogedor donde se degustara el paladar con los sabores de nuestra tierra..🇨🇴 sin duda alguna cuando vuelva a Bilbao volveré a e…Más']","['Sabores del Pacífico con un alma urbana ven a Pacifico Bilbao en Alameda Rekalde y degusta nuestra carta de sushi baos o especialidades.', 'Bar Cafe Pacifico · Puntuaciones y opiniones · Comida y ambiente · Ubicación y contacto. Calle de Briñas 3 48013 Bilbao...', 'Ubicación y contacto. Alameda Rekalde 48011 Bilbao España. Indautxu. A...']"
